INDIC,TAMIL
ஸ்வர்ணம்/சொர்ணம்,"தங்கம்,பொன்"
ஷியாமள,கருமை
மாங்கல்யம்,தாலி
பத்ம,தாமரை
கிருஷ்ணன்,கண்ணன்
ஐஸ்வர்யம்,செல்வம்
பக்ஷணம் / பட்சணம்,உணவு/பலகாரம்
சதுர்,நான்கு
மோட்சம்/சுவர்கம்,வீடுபேறு
பாஜகம்,உணவு
பட்ஷி/பக்ஷி/பட்சி,பறவை
ரிஷபம்/ரிடபம்,காளை
த்வேஷம்,பகை
துவம்சம்,"அழித்துத் தொலைத்தல்,அழித்தொழித்தல்,அழித்தல்"
ரஸம்,உணர்வு
ஜெகம்,உலகம்
அக்ரஹாரம்,தெரு/வீதி
தரிசனம்/தர்ஷன்,காட்சி
நாஷ்டா,சிற்றுண்டி
இராச்சியம்/இராஜ்ஜியம்,நாடு
உத்சவம்,ஊருலா/ஊர் உலா
சரஸ்வதி,கலைமகள்
ஆஷ்ரம்,தவக்குடில்
விமானம்,வான ஊர்தி/வானூர்தி
பிராமணர்,"பார்ப்பனர்,அந்தணர்"
திருஷ்டி,"கண்ணேறு,பார்வை/ நோக்குதல்,அந்திக்காப்பு,கண்ணெச்சில்"
லீலை,விளையாட்டு
சர்வம்,எல்லாம்
சாந்தி,அமைதி
பிராணயாமம்,மூச்சுப் பயிற்சி
பவித்ரம்,தூய்மை
நித்யம்,"முடிவில்லாத,நிலைத்த"
ராக்ஷசன்/ ராட்சசன்,அசுரன்/நரகன்
ஏகம்/ஏக,ஒன்று
த்ரி,மூன்று
சூன்யம்/சூன்ய,வெறுமை/சுழி
பஞ்ச -,ஐந்து
ஸப்த,ஏழு
தச,பத்து
அசலம்,"மலை,உறுப்பு"
ஆர்த்தி,தீபம்/ஒளி
ஷ்ரவணம்,ஆவணி/திருவோணம்
ப்ரியம்,அன்பு/விருப்பம்
நிரோதம்,கட்டுப்பாடு
ஜெய்,வெற்றி
விஜய்,வெற்றி
சுப்ரபாதம்,திருப்பள்ளியெழுச்சி
ஆபரணம்,அணிகலன்
உதாசீனம்,"பொருட்படுத்தாமை,கவனியாமை,அசட்டை"
ஸ்பஷ்டமாக,தெளிவாக
மித்ரன்,தோழன்
அம்பா,அன்னை/தாய்
அத்யம்,இன்று
சாயா,நிழல்
மத்யம்,நடு
பாரிஜாதம்,பவளமல்லி
வராகம்,பன்றி
ஆஷாட,புரட்டாசி
அஸ்வின,ஐப்பசி
மார்கசீரிஷ,மார்கழி
பால்குந,பங்குனி
நிருத்தம்,நடனம்
வாமனம்,குள்ளம்
பூர்ண,முழுமையான
ஸங்கல்பம்,உறுதிமொழி
ஸந்தேஹம்,ஐயம்
மஹாத்மா,"அடிகள்,அண்ணல்,பேருயிர்"
சாத்வீகம்,அமைதி
ஜென்ம சாபல்யம்,பிறவிப்பயன்
ஜபர்தஸ்து,"வீண் பெருமை,ஆடம்பரம்"
பந்த்,கடையடைப்பு
ஹர்த்தால்,கடையடைப்பு
அவஸ்யம்,தேவை
ஜீவ நதி,வற்றா ஆறு
திருஷ்டாந்தம்,எடுத்துக்காட்டு
ஜில்பான்ஸ்,கிளுகிளு
பாயாசம்,திருக்கண்ணமுது
ததியோதனம்,தயிர் அன்னம்
டமருகம்,உடுக்கை
பைசாசம்,"பேய்,பிசாசு"
சூத்திரம்,"விதி,தேற்றம்"
ஜனானா,அந்தப்புரம்
ஜவ்வு,"மென்தோல்,சவ்வு"
ஜிமிக்கி,காதுக்கொடி
ஸ்தீரி,பெண்
ஸ்பரிசம்,"தொடல்,தீண்டல்"
ஷண்முகம்,அறுமுகம்
ஷண்,ஆறு
அஷ்டம்,எட்டு
சப்தம்,"ஒலி,(எண் வகையில்) ஏழு"
பிரதமம்,முதன்மை
த்வீதியம்,"இரண்டு,இருமை"
பஞ்சமம்,ஐந்து
நவ,ஒன்பது
சதம்,நூறு
விசர்ஜனம்,முழுக்கு
வந்தே மாதரம்,தாயே வணக்கம்
ஸ்பஷ்டம்,தெளிவு
ரீதி,"கோணம்,முறை,வழி"
சகஸ்ரம்,ஆயிரம்
மயானம்,சுடலை
ஜுவாலை,"தீச்சுடர்,கொழுந்து"
பிரஸ்தாபம்,பேச்சு
புஜம்,கை
ஜோர்,அருமை
மோஸ்தர்,பாணி
தக்ஷிணம்,தெற்கு
தட்சிணாயணம்,தென்வழி
உத்தராயணம்,வடவழி
தட்சிணம்,தெற்கு
உத்திரம்,வடக்கு
வசந்த காலம்,வேனிற்காலம்
நிரஞ்சனா,"மாசிலி,அமலை"
சில்மிஷம்,குறும்பு
தர்மம்,அறம்
கர்மம்,செயல்
முஷ்டி,முழங்கை
சர்வ ரோக நிவாரிணி,பல நோய்ப் போக்கி
நிவாரணம்,"ஈடு,இழப்பீடு"
ஜாடை,சாயல்
ஜடை,பின்னல்
லட்சணம்,அழகு
டாம்பீகம்,வீண்பெருமை
ஜம்பு,நாவல் (பழம்)
ஜம்புத்வீபம்,நாவலந்தீவு
ஹஸ்தம்,கை
வசனம்,உரையாடல்
சயனம்,"உறக்கம்,தூக்கம்"
திரிவேணி சங்கமம்,முக்கூடல்
விருத்தாச்சலம்,"பழமலை,முதுகுன்றம்"
சிதம்பரம்,திருச்சிற்றம்பலம்
திண்டிவனம்,புளியங்காடு
சைவம்,மரக்கறி
ஜோசியர்,கணியன்
ஜோலார்பேட்,சோலையார்ப்பேட்டை
சவால்,அறைகூவல்
கர்ப்பகிரஹம்,கருவறை
யுத்தம்,போர்
விவாகரத்து,மணமுறிவு
நிரூபணம்,உறுதிப்பாடு
நிர்பந்தம்,கட்டாயம்
சாயங்காலம்,மாலை நேரம்
சுவாரஸ்யம்,"சுவையாரம்,ஆர்வமூட்டுவதாக"
ஹேஷ்யம்,ஊகம்
சூதனம்,"கவனம்,காத்தல்,விழிப்பு,பத்திரம்,எச்சரிக்கை"
லஞ்சம்,கையூட்டு
பஸ்பம்,பொடி
ஜகஜ்ஜோதி,ஒளிவெள்ளம்
ஏகதேச உருவகம்,ஒருபுடை உருவகம்
சம்சாரம்,"மனைவி (அ) உலகம்,குடும்பம்,மனைவி"
மெளனம்,அமைதி
நிசப்தம்,"அமைதி,ஒலியின்மை"
நிஷ்காம்யம்,பற்றின்மை
ஹோமம்,வேள்வி
பிரேமை,"காதல்,அன்பு"
நடராஜர்,"கூத்தபிரான்,ஆடலரசன்,ஆடல்வல்லான்"
துஷ்ட,தீய
ரேகை,கோடு
துருவம்,முனை
வெராண்டா,தாழ்வாரம்
அக்னி,"அனல் எரி,நெருப்பு,தீ"
ஜலஜா,அலைமகள்
ஷைலஜா,மலைமகள்
சவுகரியம்,நலம்
மயூரம்,மயில்
சிம்மம்,சிங்கம்
பூகோளம்,புவியியல்
தாவரவியல்,செடியியல்
பிரபலம்,"பெரும்புள்ளி,புகழ்,பரவலான"
உற்சாகம்,"மகிழ்ச்சி,ஊக்கம்"
சமர்ப்பணம்,படைத்தல்
விமோசனம்,"விடுபடுதல்,விடுதலை"
பூஜ்யம்,சுழியம்
கார்யம்,"பணி,வேலை"
ரோந்து,சுற்று
அத்தியாவசியம்,"இன்றியமையாத,இன்றியமையாதது"
ஆமோதி,வழிமொழி
அக்ஷி,கண்
அறிவு ஜீவி,"அறிவாளர்கள்,அறிவாளர்"
ஸர்ப்பம்,பாம்பு
முனிவர்,"அடிகள்,துறவி"
அபராதி,குற்றவாளி
நிரபராதி,குற்றமற்றவர்
அங்கஹீனம்,உடல் ஊனம்
பலகீனம்,வலுவின்மை
ஆனந்தம்,மகிழ்ச்சி
பாதாளம்,"படுகுழி,கீழ் உலகம்"
பிருஷ்டம்,"பின்புறம்,சூத்து"
ஜி,-ங்க
மனஸ்தாபம்,பிணக்கு
தோஷநிவர்த்தி,குறைநீக்கம்
பிரதாபம்,"கீர்த்தி,பெருமை"
நிஜம்,"உண்மை,உள்ளது"
அஹங்காரம்,செருக்கு
கலாபம்,தோகை
ராத்திரி,இரவு
அமானுஷ்யம்,மனிதமீறிய
புகார்,குற்றச்சாட்டு
ஊர்ஜிதம்,உறுதி
கடாக்ஷம்,அருள்
சிநேகிதி,தோழி
பிரதமர்,தலைமை அமைச்சர்
சர்வதேச,"அனைத்துலக,பன்னாட்டு"
விவசாயி,உழவர்
கனகாம்பரம்,பொற்சிகை
விஸ்தரிப்பு,விரிவு
சுயம்,"தன்வயம்,தன்"
சக/ சகோ,தம/ தமோ
பரிணாம,படிமலர்ச்சி
அபுர்வம்,அறிது
துரதிருஷ்டம்,"பேறின்மை,அபாக்கியம்"
துர்க்கை,"பாலைநிலத்தின் தேவதை,காளி,கொற்றவை"
ஸ்தலபுரானம்,இடக்கதை
அக்கணம்,அப்பொழுது
அசூயை,பொறாமை
அதிபர்,தலைவர்
அதிருப்தி,மனக்குறை
அநாவசியம்,வேண்டாதது
அபகரி,"பறி,கைப்பற்று"
அமிசம்,கூறுபாடு
அயோக்கியன்,நேர்மையற்றவன்
அர்த்தநாரி,உமைபாகன்
அர்த்த புஷ்டியுள்ள,பொருள் செறிந்த
அர்த்த ஜாமம்,நள்ளிரவு
அவசரமாக,"உடனடியாக,விரைவாக"
அற்பமான,"கீழான,சிறிய"
அனாதை,திக்கற்றவர்
அனுமதி,இசைவு
ஆச்சரியக்குறி,வியப்புக்குறி
இங்கிதம்,இனிமை
ஈன ஜன்மம்,இழிந்த பிறப்பு
ஈனஸ்வரம்,மெலிந்த ஓசை
உக்கிரமான,கடுமையான
உபசாரம்,முகமன் கூறல்
உத்தரவாதம்,"பிணை,பொறுப்பு"
ஐதீகம்,"நம்பிக்கை,சடங்கு"
கர்ப்பக்கிருகம்,கருவறை
கர்ப்பப்பை,கருப்பை
கலாரசனை,கலைச்சுவை
கல்யாணம்,"மணவினை,திருமணம்"
கடிதம்,மடல்
கரம்,கை
கதிரை,"இருக்கை,அணை,நாற்காலி"
கட்டில்,மஞ்சம்
கடிகாரம்,"கன்னல்,மணிக்கூடு"
கறார் விலை,ஒரே விலை
கீர்த்தனை,"பாடல்,பாமாலை"
ஞாபகம் படுத்துதல்,நினைவூட்டல்
சகி,தோழி
சதவீதம்,"விழுக்காடு,நூற்றுக்கூறு"
சதமானம்,விழுக்காடு
சதி,சூழ்ச்சி
சந்தானம்,மகப்பேறு
சம்பாதி,"பொருளீட்டு,பணம் ஈட்டு"
சம்மதி,ஒப்புக்கொள்
சாகசம்,"துணிவு,பாசாங்கு"
சாராமிசம்,பொருட்சுருக்கம்
சித்தாந்தம்,"கொள்கை,முடிவு"
சிம்மாசனம்,அரியணை
சீக்கிரமாக,விரைவாக
சுத்தமான,தூய்மையான
சுவாரஸ்யமான,சுவையான
சேவை,"பணி,தொண்டு"
சௌகர்யம்,"நுகர்நலம்,வசதி"
சோகம்,ஈடு செய்யக்கூடிய துயரம்.
தசம்,"புள்ளி,பத்து"
தம்பதியர்,"இணையர்,கணவன் மனைவி"
தற்காலிகம்,"நிலையற்ற,நிரந்தரமில்லாத"
தர்க்கம்,வழக்கு
தலைப்பிரசவம்,முதல் மகப்பேறு
தர்க்க வாதம்,வழக்காடல்
தாபம்,வேட்கை
திகில்,அதிர்ச்சி
திவசம்,நாள் ( மூதாதையருக்கு உணவு படைக்கும் சடங்கு)
நவீன பாணி,புது முறை
நாசூக்கு,நயம்
நிசபதமான,"ஒலியற்ற,அமைதியான"
நிச்சயதார்த்தம்,மண உறுதி
நித்திய பூஜை,நாள் வழிபாடு
நிரூபி,"நிறுவு,மெய்ப்பி"
பத்தினி,"கற்பணங்கு,கற்புடையாட்டி"
பஞ்சாட்சரன்,ஐந்தெழுத்து
பராக்கிரமம்,வீரம்
பராமரி,"காப்பாற்று,பேணு"
பரிசோதனை,ஆய்வு
பலவந்தமாக,வற்புறுத்தி
பலவீனம்,"வலிமையின்மை,மெலிவு"
பாணம்,அம்பு
பால்யம்,இளமை
பிம்பம்,நிழலுரு
(அதன்)பிரகாரம்,(அதன்)படி
பிரச்சினை,சிக்கல்
பிரதிபலித்தல்,எதிரியக்கம்
பிரதிபிம்பன்,எதிருரு
பிரத்தியோகம்,தனி
பிரமாதமான,பெரிய
பிரமிப்பு,திகைப்பு
பிரயோகி,கையாளு
பீடிகை,முன்னுரை
புண்ணியம்,நல்வினை
புனிதமான,தூய
மகான்,பெரியவர்
மகாயுத்தம்,பெரும்போர்
மத்தியஸ்தர்,உடன்படுத்துபவர்
மனசு,உள்ளம்
மனிதாபிமானம்,மக்கட்பற்று
மானசீகம்,கற்பனை
மல்யுத்தம்,மற்போர்
முகாம்,பாசறை
மோசம்,கேடு
யந்திரம்,பொறி
யூகி,உய்த்துணர்
யோக்யதை,தகுதி
ரதம்,தேர்
ரத சாரதி,தேரோட்டி
ராணி,அரசி
ராச்சியம்,"மாநிலம்,நாடு"
லட்சியம்,குறிக்கோள்
வதம்,அழித்தல்
வதனம்,முகம்
வாலிபர்,இளைஞர்
விக்கிரகம்,"திருவுருவம்,வழிபாட்டுருவம்"
விசாலமான,அகன்ற
விஷேசம்,சிறப்பு
விஞ்ஞானம்,அறிவியல்
விதானம்,மேற்கட்டி
விநாடி,நொடி
விவாதி,வழக்காடு
விசயம்,"செய்தி,பொருள்"
வீரம்,மறம்
வேதவிற்பனன்ர்,மறைவல்லார்
வைத்தியசாலை,மருத்துவமனை
ஜமீன்,நிலம்
ஜனங்கள்,மக்கள்
ஜயம்,வெற்றி
ஜாக்கிரதையாக,விழிப்பாக
ஜோடித்தல்,அழகு செய்தல்
ஸந்ததி,கால்வழி
ஸமத்துவம்,ஒரு நிகர்
ஸமரசம்,வேறுபாடின்மை
ஸமீபம்,அண்மை
ஸம்ஹாரம்,அழிவு
ஸோபை,பொலிவு
ஸௌந்தர்யம்,பேரழகு
ஸ்தானம்,இடம்
அக்நி,"அனல் எரி,நெருப்பு,தீ"
அகடவிகடம்,"குறும்பு மாற்று,வேறுபட்டது"
அசத்தை,பொய்
அசிரீரி,"வானொலி,உருவமற்றது"
அஞ்சலி,"கும்பிடல்,வணக்கம் செய்தல்"
அண்டம்,"முட்டை,வித்து மூலம்,உலகம்"
அதீதம்,மிகை
அனுக்கிரகம்,அருள் செய்தல்
அனுபந்தம்,பிற்சேர்க்கை
அலாதி,தனி
அந்தியம்,"சாவு,முடிவு"
அந்தியக்கிரியை,"இறுதிக்கடன்,ஈமவினை"
அந்திய காலம்,"முடிவுக்காலம்,இறுதிக்காலம்"
அந்நியர்,"வேற்று நாட்டினர்,பிறர்,வேறுபட்டவர்"
அந்தி,மாலை
அநுஷ்டித்தல்,"கடைப்பிடித்தல்,கைக்கொள்ளல்"
அநுதாபம்,"இரக்கம்,அருளல்,இரங்கல்"
அரசன்,"மன்னன்,வேந்தன்,கோன்"
ஆகாயம்,வானம்
இஸ்திரிப் பெட்டி,துணி மடிப்புக் கருவி
இனாம்,நன்கொடை
கம்மி,குறைவு
காலி,நிரப்பப்படாமல் உள்ள நிலை
காலிப்பயல்,போக்கிரி
காருண்யம்,பரிவு
காரியம்,செயல்
காரியாலயம்,செயலகம்.
கானம்,"பாட்டு,பாடல்"
கானா,"பாட்டு,பாடல்"
கைதி,சிறையாளி
கோப்பை,கிண்ணம்
சட்டை,"மெய்ப்பை,அங்கராத்து,மேலாடை"
சர்க்கார்,அரசாங்கம்
சனி (கிழமைகளில்),காரி
சத்தியாக்கிரகம்,அறப்போராட்டம்
சந்தா,கட்டணம்
சம்பளம்,"ஊழியம்,கூலி"
சாதாரண,எளிதான
சிப்பந்தி,வேலையாள்
சிபாரிசு,பரிந்துரை
சிரம்,"சென்னி,தலை"
சீதனம்,மணக்கொடை
சுமார்,ஏறக்குறைய
சுயதொழில்,தன்தொழில்
சுயராஜ்யம்,தன்னாட்சி
செருப்பு,பாதணி
சலாம்,வணக்கம்
நியாயஸ்தலம்,வழக்கு மன்றம்
நேரம்,"நாழி,ஓரை"
தற்காலிக வேலை,நிலையிலா வேலை
தஸ்தாவேஜூ,ஆவணம்
நிதம்,நாள்
தேதி,நாள்
துவக்கு,சுடுகலன்
பக்தன்,அடியான்
பசங்கள்,பிள்ளைகள்
பத்திரிக்கை,"செய்தித்தாள்,இதழ்"
பரஸ்பர ஒத்துழைப்பு,சமதரப்பு ஒத்துழைப்பு
பந்துக்கள்,உறவினர்கள்
பந்தோபஸ்து,பாதுகாப்பு
பவுண்,"தங்கம்,பொன்"
பவுன்,"தங்கம்,பொன்"
பாண்,வெதுப்பி
பிரச்சாரம்,"பரப்புரை,பரப்புவேலை"
(அங்கப்) பிரதட்சனம்,வலம் வருதல்
புதன் (கிழமைகளில்),அறிவன்
சைபர்,சுழியம்
பூர்வம்,முந்திய
போஜனம்,"உணவு,சாப்பாடு,ஊண்"
வருசம்,ஆண்டு
ஜகாவாங்குதல்,பின்வாங்குதல்
ஜோடி,இணை
க்ஷேத்திரங்கள்,திருப்பதிகள்
